METHOD,LR,VALUE
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.01,0.249997
momentum,0.0422222222222,0.26435
momentum,0.0422222222222,0.255068
momentum,0.0422222222222,0.251574
momentum,0.0422222222222,0.250577
momentum,0.0422222222222,0.250212
momentum,0.0422222222222,0.250062
momentum,0.0422222222222,0.250021
momentum,0.0422222222222,0.250006
momentum,0.0422222222222,0.25
momentum,0.0422222222222,0.249998
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0422222222222,0.249997
momentum,0.0744444444444,0.25868
momentum,0.0744444444444,0.251692
momentum,0.0744444444444,0.250422
momentum,0.0744444444444,0.250098
momentum,0.0744444444444,0.250019
momentum,0.0744444444444,0.250001
momentum,0.0744444444444,0.249998
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.0744444444444,0.249997
momentum,0.106666666667,0.255508
momentum,0.106666666667,0.250665
momentum,0.106666666667,0.2501
momentum,0.106666666667,0.250013
momentum,0.106666666667,0.249999
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.106666666667,0.249997
momentum,0.138888888889,0.253499
momentum,0.138888888889,0.250256
momentum,0.138888888889,0.250023
momentum,0.138888888889,0.249999
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
momentum,0.138888888889,0.249997
